codigo_barras,nome,categoria,preco,quantidade,validade
7891000390536,Produto 1684,Categoria C,4,30,13/11/2029
7891000389261,Produto 409,Categoria B,5,5,07/05/2028
7891000396939,Produto 8087,Categoria A,5,10,28/04/2031
7891000391795,Produto 2943,Categoria D,5,16,17/06/2028
7891000398326,Produto 9474,Categoria C,5,21,17/04/2029
7891000398750,Produto 9898,Categoria D,5,23,15/10/2029
7891000398056,Produto 9204,Categoria B,5,26,21/01/2033
7891000396684,Produto 7832,Categoria D,6,3,27/09/2026
7891000392185,Produto 3333,Categoria B,6,5,23/08/2027
7891000393908,Produto 5056,Categoria A,6,12,25/01/2033
7891000397597,Produto 8745,Categoria D,6,12,17/03/2027
7891000398393,Produto 9541,Categoria C,6,12,29/06/2027
7891000391172,Produto 2320,Categoria B,6,13,21/01/2029
7891000391553,Produto 2701,Categoria C,6,15,24/08/2034
7891000398071,Produto 9219,Categoria B,6,15,31/01/2029
7891000398812,Produto 9960,Categoria D,6,15,13/01/2030
7891000391686,Produto 2834,Categoria D,6,16,26/11/2027
7891000389508,Produto 656,Categoria C,6,18,01/12/2034
7891000393036,Produto 4184,Categoria A,6,18,21/10/2030
7891000398214,Produto 9362,Categoria B,6,19,28/01/2029
7891000393982,Produto 5130,Categoria A,6,23,10/09/2033
7891000392433,Produto 3581,Categoria C,6,27,16/01/2034
7891000393715,Produto 4863,Categoria D,6,27,12/09/2033
7891000390068,Produto 1216,Categoria B,6,30,12/03/2034
7891000389179,Produto 327,Categoria B,7,3,14/11/2029
7891000392820,Produto 3968,Categoria D,7,3,30/05/2032
7891000391304,Produto 2452,Categoria C,7,4,03/11/2032
7891000398550,Produto 9698,Categoria C,7,7,11/01/2029
7891000398408,Produto 9556,Categoria C,7,11,08/10/2030
7891000392645,Produto 3793,Categoria D,7,20,08/07/2034
7891000395087,Produto 6235,Categoria B,7,29,13/05/2028
7891000395305,Produto 6453,Categoria C,7,29,23/07/2030
7891000392661,Produto 3809,Categoria D,8,4,22/08/2028
7891000389825,Produto 973,Categoria D,8,5,04/06/2029
7891000396003,Produto 7151,Categoria A,8,7,29/10/2027
7891000393531,Produto 4679,Categoria C,8,10,01/12/2034
7891000396947,Produto 8095,Categoria A,8,10,24/01/2029
7891000395196,Produto 6344,Categoria B,8,28,30/03/2029
7891000397553,Produto 8701,Categoria C,8,30,25/10/2032
7891000396130,Produto 7278,Categoria B,9,3,28/06/2029
7891000390496,Produto 1644,Categoria C,9,8,26/10/2026
7891000396153,Produto 7301,Categoria B,9,9,04/11/2026
7891000394640,Produto 5788,Categoria D,9,11,20/07/2029
7891000389962,Produto 1110,Categoria A,9,14,12/04/2029
7891000391573,Produto 2721,Categoria D,9,14,04/12/2031
7891000396499,Produto 7647,Categoria C,9,15,19/04/2028
7891000395721,Produto 6869,Categoria D,9,17,04/01/2032
7891000389497,Produto 645,Categoria C,9,20,20/12/2031
7891000395538,Produto 6686,Categoria C,9,20,23/12/2031
7891000392991,Produto 4139,Categoria A,9,23,20/10/2033
7891000395832,Produto 6980,Categoria D,9,23,19/09/2030
7891000390184,Produto 1332,Categoria B,9,25,03/03/2028
7891000389016,Produto 164,Categoria A,9,26,13/09/2032
7891000391872,Produto 3020,Categoria A,9,26,03/05/2033
7891000391994,Produto 3142,Categoria A,9,26,02/02/2027
7891000396855,Produto 8003,Categoria A,10,4,13/01/2033
7891000391785,Produto 2933,Categoria D,10,7,24/02/2034
7891000389215,Produto 363,Categoria B,10,11,02/05/2030
7891000393828,Produto 4976,Categoria D,10,11,12/05/2028
7891000398362,Produto 9510,Categoria C,10,11,20/10/2028
7891000393494,Produto 4642,Categoria C,10,13,03/01/2031
7891000390728,Produto 1876,Categoria D,10,16,02/05/2034
7891000393997,Produto 5145,Categoria A,10,19,24/11/2032
7891000389839,Produto 987,Categoria D,10,21,02/04/2030
7891000398304,Produto 9452,Categoria C,11,3,13/02/2027
7891000390929,Produto 2077,Categoria A,11,5,29/11/2031
7891000397226,Produto 8374,Categoria B,11,5,19/09/2031
7891000398401,Produto 9549,Categoria C,11,6,18/09/2027
7891000394451,Produto 5599,Categoria C,11,9,26/11/2033
7891000392677,Produto 3825,Categoria D,11,11,22/07/2029
7891000394950,Produto 6098,Categoria A,11,12,17/06/2029
7891000398730,Produto 9878,Categoria D,11,12,02/09/2029
7891000394210,Produto 5358,Categoria B,11,15,22/05/2028
7891000389421,Produto 569,Categoria C,11,16,19/03/2032
7891000397375,Produto 8523,Categoria C,11,20,13/12/2026
7891000395428,Produto 6576,Categoria C,11,22,16/06/2031
7891000396373,Produto 7521,Categoria C,11,25,27/05/2027
7891000390000,Produto 1148,Categoria A,11,27,06/10/2029
7891000393646,Produto 4794,Categoria D,11,29,18/06/2030
7891000392479,Produto 3627,Categoria C,11,30,15/04/2033
7891000391826,Produto 2974,Categoria D,12,6,07/04/2032
7891000393816,Produto 4964,Categoria D,12,6,07/06/2034
7891000390553,Produto 1701,Categoria C,12,7,17/07/2026
7891000393852,Produto 5000,Categoria A,12,7,17/09/2034
7891000395650,Produto 6798,Categoria D,12,18,12/01/2027
7891000394760,Produto 5908,Categoria D,12,21,09/12/2028
7891000395811,Produto 6959,Categoria D,12,22,12/04/2030
7891000397033,Produto 8181,Categoria A,12,22,09/04/2033
7891000391454,Produto 2602,Categoria C,12,24,03/09/2033
7891000395112,Produto 6260,Categoria B,12,24,20/05/2026
7891000397896,Produto 9044,Categoria A,12,24,24/09/2026
7891000393327,Produto 4475,Categoria C,12,26,26/12/2032
7891000393749,Produto 4897,Categoria D,13,8,08/11/2029
7891000397473,Produto 8621,Categoria C,13,8,26/06/2030
7891000390219,Produto 1367,Categoria B,13,10,06/07/2034
7891000396552,Produto 7700,Categoria C,13,17,30/08/2033
7891000395870,Produto 7018,Categoria A,13,19,14/09/2034
7891000394888,Produto 6036,Categoria A,13,23,16/04/2030
7891000397163,Produto 8311,Categoria B,13,23,03/03/2034
7891000397534,Produto 8682,Categoria C,13,27,13/12/2027
7891000397177,Produto 8325,Categoria B,13,28,01/10/2030
7891000398381,Produto 9529,Categoria C,13,29,08/06/2026
7891000398327,Produto 9475,Categoria C,13,30,10/11/2031
7891000392603,Produto 3751,Categoria D,14,4,27/11/2029
7891000398416,Produto 9564,Categoria C,14,4,08/09/2028
7891000398519,Produto 9667,Categoria C,14,15,23/09/2031
7891000395937,Produto 7085,Categoria A,14,18,16/01/2030
7891000391671,Produto 2819,Categoria D,14,19,27/02/2026
7891000398312,Produto 9460,Categoria C,14,20,11/09/2030
7891000396157,Produto 7305,Categoria B,14,24,10/03/2031
7891000396741,Produto 7889,Categoria D,14,25,29/05/2026
7891000390593,Produto 1741,Categoria D,14,26,31/07/2028
7891000398476,Produto 9624,Categoria C,14,27,28/09/2031
7891000391270,Produto 2418,Categoria C,14,29,01/07/2034
7891000397919,Produto 9067,Categoria A,14,30,16/07/2032
7891000394027,Produto 5175,Categoria A,15,11,10/01/2034
7891000389173,Produto 321,Categoria B,15,17,26/04/2032
7891000398531,Produto 9679,Categoria C,15,22,06/01/2032
7891000389096,Produto 244,Categoria B,15,29,30/01/2034
7891000391738,Produto 2886,Categoria D,15,29,30/10/2034
7891000389526,Produto 674,Categoria C,16,5,05/02/2027
7891000397136,Produto 8284,Categoria B,16,7,15/03/2026
7891000389608,Produto 756,Categoria D,16,14,06/04/2031
7891000390690,Produto 1838,Categoria D,16,17,31/05/2026
7891000394458,Produto 5606,Categoria C,16,22,18/12/2030
7891000393826,Produto 4974,Categoria D,16,26,22/07/2034
7891000394005,Produto 5153,Categoria A,16,26,23/12/2029
7891000393038,Produto 4186,Categoria A,16,27,02/03/2027
7891000394302,Produto 5450,Categoria C,16,29,14/10/2034
7891000395064,Produto 6212,Categoria B,16,30,07/08/2031
7891000398713,Produto 9861,Categoria D,17,5,23/06/2026
7891000391043,Produto 2191,Categoria A,17,8,03/05/2028
7891000390382,Produto 1530,Categoria C,17,10,13/08/2032
7891000389703,Produto 851,Categoria D,17,14,06/10/2033
7891000389946,Produto 1094,Categoria A,17,15,06/01/2026
7891000396742,Produto 7890,Categoria D,17,16,24/08/2028
7891000396887,Produto 8035,Categoria A,17,18,25/04/2026
7891000397115,Produto 8263,Categoria B,17,20,20/06/2026
7891000397039,Produto 8187,Categoria A,17,26,28/07/2030
7891000395814,Produto 6962,Categoria D,17,27,10/04/2033
7891000390590,Produto 1738,Categoria D,17,30,30/07/2034
7891000393624,Produto 4772,Categoria D,17,30,08/02/2031
7891000397219,Produto 8367,Categoria B,17,30,27/06/2032
7891000394153,Produto 5301,Categoria B,18,4,27/07/2026
7891000393977,Produto 5125,Categoria A,18,7,19/12/2031
7891000398348,Produto 9496,Categoria C,18,11,26/03/2030
7891000395373,Produto 6521,Categoria C,18,13,27/01/2032
7891000393231,Produto 4379,Categoria B,18,16,04/08/2032
7891000389155,Produto 303,Categoria B,18,17,12/09/2033
7891000393094,Produto 4242,Categoria B,18,19,14/04/2026
7891000395846,Produto 6994,Categoria A,18,20,01/06/2031
7891000397061,Produto 8209,Categoria B,18,23,19/11/2028
7891000395396,Produto 6544,Categoria C,18,24,01/10/2034
7891000395757,Produto 6905,Categoria D,18,24,14/06/2030
7891000398383,Produto 9531,Categoria C,18,25,26/11/2031
7891000397158,Produto 8306,Categoria B,18,29,27/02/2031
7891000394155,Produto 5303,Categoria B,19,3,10/11/2026
7891000395646,Produto 6794,Categoria D,19,10,11/04/2027
7891000395011,Produto 6159,Categoria A,19,11,16/01/2031
7891000389667,Produto 815,Categoria D,19,16,29/12/2027
7891000392883,Produto 4031,Categoria A,19,16,25/05/2032
7891000398825,Produto 9973,Categoria D,19,20,13/04/2029
7891000392793,Produto 3941,Categoria D,19,21,22/08/2028
7891000394281,Produto 5429,Categoria C,19,22,16/10/2026
7891000390725,Produto 1873,Categoria D,19,25,30/01/2032
7891000394496,Produto 5644,Categoria C,20,4,11/01/2032
7891000395615,Produto 6763,Categoria D,20,14,11/06/2031
7891000390276,Produto 1424,Categoria C,20,21,28/07/2034
7891000394939,Produto 6087,Categoria A,20,23,03/09/2029
7891000396577,Produto 7725,Categoria D,20,25,03/05/2028
7891000394058,Produto 5206,Categoria B,20,28,18/08/2033
7891000392566,Produto 3714,Categoria D,21,3,12/11/2034
7891000394174,Produto 5322,Categoria B,21,4,28/03/2026
7891000396560,Produto 7708,Categoria D,21,4,14/10/2026
7891000394738,Produto 5886,Categoria D,21,12,29/05/2034
7891000394169,Produto 5317,Categoria B,21,15,26/03/2027
7891000393446,Produto 4594,Categoria C,21,16,03/10/2029
7891000393430,Produto 4578,Categoria C,21,18,21/11/2028
7891000391011,Produto 2159,Categoria A,21,19,30/03/2028
7891000390931,Produto 2079,Categoria A,21,21,27/06/2030
7891000390694,Produto 1842,Categoria D,21,26,25/06/2030
7891000395182,Produto 6330,Categoria B,21,29,17/06/2034
7891000396285,Produto 7433,Categoria C,21,29,08/07/2030
7891000390676,Produto 1824,Categoria D,22,6,02/03/2033
7891000393345,Produto 4493,Categoria C,22,7,15/06/2029
7891000395980,Produto 7128,Categoria A,22,8,19/02/2031
7891000390179,Produto 1327,Categoria B,22,13,09/08/2027
7891000392800,Produto 3948,Categoria D,22,16,09/11/2027
7891000393635,Produto 4783,Categoria D,22,19,19/12/2029
7891000395017,Produto 6165,Categoria A,22,19,08/10/2026
7891000392461,Produto 3609,Categoria C,22,23,22/10/2030
7891000392233,Produto 3381,Categoria B,23,14,29/04/2026
7891000398113,Produto 9261,Categoria B,23,16,09/01/2029
7891000398462,Produto 9610,Categoria C,23,17,10/11/2033
7891000392273,Produto 3421,Categoria C,23,25,15/07/2032
7891000391470,Produto 2618,Categoria C,23,29,12/07/2027
7891000394228,Produto 5376,Categoria B,23,30,25/01/2030
7891000396332,Produto 7480,Categoria C,24,3,27/12/2032
7891000395122,Produto 6270,Categoria B,24,8,04/06/2026
7891000398839,Produto 9987,Categoria D,24,10,24/05/2026
7891000391129,Produto 2277,Categoria B,24,13,01/05/2033
7891000395303,Produto 6451,Categoria C,24,14,28/03/2031
7891000397109,Produto 8257,Categoria B,24,17,17/02/2026
7891000392320,Produto 3468,Categoria C,24,19,23/10/2027
7891000398442,Produto 9590,Categoria C,24,22,18/04/2026
7891000393702,Produto 4850,Categoria D,24,29,04/01/2029
7891000394021,Produto 5169,Categoria A,25,8,10/02/2032
7891000394977,Produto 6125,Categoria A,25,8,03/11/2033
7891000390814,Produto 1962,Categoria D,25,10,14/07/2026
7891000398161,Produto 9309,Categoria B,25,10,05/12/2032
7891000392945,Produto 4093,Categoria A,25,12,08/10/2029
7891000393869,Produto 5017,Categoria A,25,14,05/10/2031
7891000393689,Produto 4837,Categoria D,25,26,27/04/2033
7891000397055,Produto 8203,Categoria B,25,27,05/09/2033
7891000394248,Produto 5396,Categoria B,25,29,21/10/2028
7891000391177,Produto 2325,Categoria B,26,5,31/03/2030
7891000389765,Produto 913,Categoria D,26,6,18/11/2030
7891000392948,Produto 4096,Categoria A,26,9,30/10/2029
7891000393568,Produto 4716,Categoria D,26,9,25/10/2032
7891000390079,Produto 1227,Categoria B,26,10,13/09/2030
7891000393146,Produto 4294,Categoria B,26,10,05/07/2030
7891000389921,Produto 1069,Categoria A,26,13,08/07/2031
7891000396014,Produto 7162,Categoria A,26,13,10/12/2034
7891000391645,Produto 2793,Categoria D,26,19,09/11/2029
7891000397062,Produto 8210,Categoria B,26,19,02/08/2031
7891000391419,Produto 2567,Categoria C,26,20,27/05/2032
7891000390723,Produto 1871,Categoria D,26,21,08/10/2030
7891000392999,Produto 4147,Categoria A,26,22,25/12/2030
7891000389888,Produto 1036,Categoria A,26,23,27/11/2034
7891000394824,Produto 5972,Categoria D,26,23,17/03/2032
7891000395177,Produto 6325,Categoria B,27,4,27/04/2033
7891000397424,Produto 8572,Categoria C,27,4,19/02/2032
7891000395652,Produto 6800,Categoria D,27,7,06/03/2028
7891000396604,Produto 7752,Categoria D,27,7,08/05/2034
7891000392372,Produto 3520,Categoria C,27,8,20/10/2031
7891000397972,Produto 9120,Categoria A,27,8,28/10/2026
7891000398676,Produto 9824,Categoria D,27,8,16/12/2031
7891000390176,Produto 1324,Categoria B,27,12,11/04/2027
7891000395041,Produto 6189,Categoria A,27,14,06/06/2032
7891000395127,Produto 6275,Categoria B,27,15,02/12/2033
7891000395809,Produto 6957,Categoria D,27,15,20/10/2034
7891000396027,Produto 7175,Categoria A,27,16,29/06/2030
7891000398463,Produto 9611,Categoria C,27,17,24/11/2031
7891000392126,Produto 3274,Categoria B,27,18,19/04/2030
7891000394438,Produto 5586,Categoria C,27,19,29/06/2028
7891000395284,Produto 6432,Categoria C,27,23,06/11/2029
7891000392851,Produto 3999,Categoria A,27,24,19/04/2029
7891000398638,Produto 9786,Categoria D,27,24,09/04/2027
7891000398744,Produto 9892,Categoria D,27,25,21/09/2028
7891000391957,Produto 3105,Categoria A,27,26,21/06/2028
7891000394112,Produto 5260,Categoria B,27,28,26/02/2029
7891000389546,Produto 694,Categoria C,28,3,22/03/2029
7891000389381,Produto 529,Categoria C,28,4,25/05/2029
7891000397400,Produto 8548,Categoria C,28,9,03/02/2029
7891000394840,Produto 5988,Categoria D,28,11,24/08/2030
7891000397578,Produto 8726,Categoria D,28,12,21/07/2026
7891000396569,Produto 7717,Categoria D,28,13,29/06/2030
7891000391747,Produto 2895,Categoria D,28,16,29/07/2033
7891000392667,Produto 3815,Categoria D,28,19,07/01/2028
7891000390021,Produto 1169,Categoria A,28,22,02/03/2033
7891000396857,Produto 8005,Categoria A,28,26,27/12/2033
7891000392525,Produto 3673,Categoria C,28,30,05/09/2029
7891000397852,Produto 9000,Categoria A,29,6,21/08/2030
7891000396792,Produto 7940,Categoria D,29,17,08/12/2032
7891000391506,Produto 2654,Categoria C,29,18,20/04/2033
7891000391775,Produto 2923,Categoria D,29,18,04/01/2026
7891000398551,Produto 9699,Categoria C,29,18,06/10/2026
7891000396025,Produto 7173,Categoria A,29,20,20/01/2028
7891000397374,Produto 8522,Categoria C,29,25,10/02/2032
7891000390789,Produto 1937,Categoria D,29,27,30/12/2033
7891000393813,Produto 4961,Categoria D,29,28,15/12/2031
7891000396117,Produto 7265,Categoria B,29,30,28/04/2026
7891000395569,Produto 6717,Categoria D,30,4,09/05/2033
7891000398591,Produto 9739,Categoria D,30,5,07/01/2032
7891000391318,Produto 2466,Categoria C,30,8,12/04/2027
7891000391754,Produto 2902,Categoria D,30,22,13/10/2027
7891000395675,Produto 6823,Categoria D,30,23,16/03/2027
7891000396590,Produto 7738,Categoria D,30,24,11/11/2026
7891000394063,Produto 5211,Categoria B,30,25,04/07/2032
7891000392314,Produto 3462,Categoria C,31,6,12/04/2027
7891000398444,Produto 9592,Categoria C,31,9,28/08/2029
7891000389761,Produto 909,Categoria D,31,10,22/11/2033
7891000398212,Produto 9360,Categoria B,31,10,14/07/2029
7891000397283,Produto 8431,Categoria C,31,11,17/03/2034
7891000390126,Produto 1274,Categoria B,31,22,05/05/2034
7891000398035,Produto 9183,Categoria A,31,24,13/06/2030
7891000398748,Produto 9896,Categoria D,31,26,07/04/2028
7891000393238,Produto 4386,Categoria B,31,29,16/05/2028
7891000396701,Produto 7849,Categoria D,32,4,27/08/2026
7891000398041,Produto 9189,Categoria A,32,5,31/07/2026
7891000393096,Produto 4244,Categoria B,32,7,16/08/2034
7891000398038,Produto 9186,Categoria A,32,9,31/01/2032
7891000392505,Produto 3653,Categoria C,32,10,30/09/2027
7891000392943,Produto 4091,Categoria A,32,12,14/03/2029
7891000391603,Produto 2751,Categoria D,32,14,17/05/2029
7891000392665,Produto 3813,Categoria D,32,18,29/01/2027
7891000391218,Produto 2366,Categoria B,32,19,17/12/2032
7891000393870,Produto 5018,Categoria A,32,22,23/04/2026
7891000395407,Produto 6555,Categoria C,32,22,19/05/2028
7891000393575,Produto 4723,Categoria D,32,23,03/08/2028
7891000395325,Produto 6473,Categoria C,32,26,12/06/2031
7891000389270,Produto 418,Categoria C,32,27,04/08/2028
7891000393103,Produto 4251,Categoria B,32,29,08/06/2029
7891000397008,Produto 8156,Categoria A,33,10,17/11/2029
7891000398031,Produto 9179,Categoria A,33,15,17/11/2027
7891000392381,Produto 3529,Categoria C,33,17,24/01/2031
7891000393894,Produto 5042,Categoria A,33,17,04/06/2028
7891000397638,Produto 8786,Categoria D,33,20,21/07/2027
7891000396080,Produto 7228,Categoria B,33,23,14/03/2034
7891000396874,Produto 8022,Categoria A,33,24,19/07/2033
7891000389146,Produto 294,Categoria B,33,25,22/04/2028
7891000390353,Produto 1501,Categoria C,33,25,05/12/2031
7891000398606,Produto 9754,Categoria D,33,28,29/10/2030
7891000390711,Produto 1859,Categoria D,33,30,26/02/2027
7891000392087,Produto 3235,Categoria B,34,5,11/05/2033
7891000393149,Produto 4297,Categoria B,34,5,27/04/2030
7891000393198,Produto 4346,Categoria B,34,8,22/11/2030
7891000389980,Produto 1128,Categoria A,34,11,27/01/2027
7891000389036,Produto 184,Categoria A,34,14,19/08/2026
7891000397910,Produto 9058,Categoria A,34,16,05/05/2033
7891000395040,Produto 6188,Categoria A,34,17,23/07/2032
7891000394379,Produto 5527,Categoria C,34,18,05/05/2026
7891000390793,Produto 1941,Categoria D,34,26,12/01/2028
7891000390124,Produto 1272,Categoria B,34,27,30/06/2034
7891000397108,Produto 8256,Categoria B,34,28,01/12/2027
7891000389766,Produto 914,Categoria D,34,29,12/11/2027
7891000394773,Produto 5921,Categoria D,34,29,28/12/2026
7891000398208,Produto 9356,Categoria B,35,5,20/03/2034
7891000397202,Produto 8350,Categoria B,35,7,06/09/2027
7891000392142,Produto 3290,Categoria B,35,8,05/01/2027
7891000393472,Produto 4620,Categoria C,35,8,31/10/2026
7891000389086,Produto 234,Categoria B,35,14,25/08/2027
7891000398834,Produto 9982,Categoria D,35,16,01/05/2029
7891000396589,Produto 7737,Categoria D,35,17,14/11/2033
7891000393753,Produto 4901,Categoria D,35,18,26/07/2033
7891000395999,Produto 7147,Categoria A,35,18,07/11/2029
7891000397723,Produto 8871,Categoria D,35,20,06/04/2033
7891000397321,Produto 8469,Categoria C,35,21,10/08/2030
7891000389517,Produto 665,Categoria C,35,26,11/07/2026
7891000393346,Produto 4494,Categoria C,35,27,17/09/2031
7891000391143,Produto 2291,Categoria B,35,29,30/12/2034
7891000395524,Produto 6672,Categoria C,35,29,11/12/2026
7891000394965,Produto 6113,Categoria A,36,3,12/05/2033
7891000392451,Produto 3599,Categoria C,36,9,08/01/2029
7891000392946,Produto 4094,Categoria A,36,18,21/03/2030
7891000397748,Produto 8896,Categoria D,36,21,27/01/2027
7891000392007,Produto 3155,Categoria A,37,5,04/07/2030
7891000397566,Produto 8714,Categoria D,37,6,16/11/2031
7891000392954,Produto 4102,Categoria A,37,9,10/10/2034
7891000394708,Produto 5856,Categoria D,37,11,05/11/2026
7891000390524,Produto 1672,Categoria C,37,13,02/05/2034
7891000396999,Produto 8147,Categoria A,37,13,30/09/2027
7891000392972,Produto 4120,Categoria A,37,14,15/07/2034
7891000394351,Produto 5499,Categoria C,37,15,17/02/2028
7891000393551,Produto 4699,Categoria C,37,21,05/08/2032
7891000396099,Produto 7247,Categoria B,37,21,10/10/2028
7891000390394,Produto 1542,Categoria C,37,24,23/07/2027
7891000390238,Produto 1386,Categoria B,37,25,23/08/2026
7891000391701,Produto 2849,Categoria D,37,25,27/12/2027
7891000391766,Produto 2914,Categoria D,37,29,10/10/2034
7891000398231,Produto 9379,Categoria B,37,29,09/02/2027
7891000393417,Produto 4565,Categoria C,38,4,12/03/2031
7891000398316,Produto 9464,Categoria C,38,11,10/01/2033
7891000389292,Produto 440,Categoria C,38,12,30/04/2030
7891000397696,Produto 8844,Categoria D,38,12,24/02/2029
7891000398563,Produto 9711,Categoria D,38,15,22/07/2026
7891000395102,Produto 6250,Categoria B,38,16,24/02/2026
7891000393978,Produto 5126,Categoria A,38,17,17/10/2033
7891000395913,Produto 7061,Categoria A,38,17,11/04/2032
7891000392978,Produto 4126,Categoria A,38,18,19/02/2033
7891000395488,Produto 6636,Categoria C,38,26,22/01/2030
7891000398297,Produto 9445,Categoria C,39,10,20/11/2026
7891000397289,Produto 8437,Categoria C,39,17,31/12/2034
7891000392710,Produto 3858,Categoria D,39,18,25/01/2031
7891000397925,Produto 9073,Categoria A,39,20,20/05/2029
7891000390284,Produto 1432,Categoria C,39,23,29/05/2034
7891000395205,Produto 6353,Categoria B,39,26,22/07/2027
7891000397251,Produto 8399,Categoria B,39,28,10/02/2030
7891000398559,Produto 9707,Categoria D,40,3,27/07/2029
7891000395214,Produto 6362,Categoria B,40,4,19/03/2027
7891000392392,Produto 3540,Categoria C,40,5,02/04/2032
7891000394786,Produto 5934,Categoria D,40,5,11/06/2026
7891000393290,Produto 4438,Categoria C,40,6,24/11/2026
7891000389863,Produto 1011,Categoria A,40,7,11/03/2031
7891000395473,Produto 6621,Categoria C,40,7,29/09/2033
7891000391502,Produto 2650,Categoria C,40,8,26/01/2034
7891000397187,Produto 8335,Categoria B,40,9,18/07/2026
7891000397861,Produto 9009,Categoria A,40,10,10/08/2026
7891000393770,Produto 4918,Categoria D,40,11,05/02/2029
7891000398099,Produto 9247,Categoria B,40,12,05/03/2026
7891000396280,Produto 7428,Categoria C,40,21,19/07/2027
7891000398045,Produto 9193,Categoria A,40,25,04/08/2030
7891000394257,Produto 5405,Categoria B,40,26,26/07/2032
7891000395660,Produto 6808,Categoria D,40,26,01/12/2028
7891000389358,Produto 506,Categoria C,40,29,18/07/2031
7891000392027,Produto 3175,Categoria A,40,29,18/12/2030
7891000398177,Produto 9325,Categoria B,40,29,19/06/2026
7891000393155,Produto 4303,Categoria B,40,30,27/02/2029
7891000395264,Produto 6412,Categoria C,40,30,02/06/2026
7891000395032,Produto 6180,Categoria A,41,7,20/11/2034
7891000390632,Produto 1780,Categoria D,41,8,06/03/2026
7891000391180,Produto 2328,Categoria B,41,8,03/02/2027
7891000391411,Produto 2559,Categoria C,41,10,15/12/2032
7891000398800,Produto 9948,Categoria D,41,14,07/01/2034
7891000394619,Produto 5767,Categoria D,41,15,10/07/2034
7891000390314,Produto 1462,Categoria C,41,26,10/11/2029
7891000390523,Produto 1671,Categoria C,41,27,09/12/2031
7891000398449,Produto 9597,Categoria C,41,27,23/12/2032
7891000397822,Produto 8970,Categoria D,42,3,09/02/2027
7891000397964,Produto 9112,Categoria A,42,4,27/09/2028
7891000398014,Produto 9162,Categoria A,42,4,04/07/2026
7891000395385,Produto 6533,Categoria C,42,11,20/09/2029
7891000398829,Produto 9977,Categoria D,42,12,22/02/2030
7891000390390,Produto 1538,Categoria C,42,15,25/01/2031
7891000389515,Produto 663,Categoria C,42,22,03/04/2032
7891000394312,Produto 5460,Categoria C,42,23,17/09/2032
7891000389047,Produto 195,Categoria A,42,28,05/03/2032
7891000395075,Produto 6223,Categoria B,43,3,07/07/2027
7891000390637,Produto 1785,Categoria D,43,6,06/02/2027
7891000397075,Produto 8223,Categoria B,43,13,25/10/2029
7891000393544,Produto 4692,Categoria C,43,16,13/12/2031
7891000397971,Produto 9119,Categoria A,43,16,08/02/2031
